Make,Model,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,MSRP
Ford,E-Series Wagon,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,28760
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34320
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35620
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34160
Ford,E-Series Wagon,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,31200
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,31855
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35245
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,36545
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,32785
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35085
Ford,E-Series Wagon,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,29455
Ford,E-Series Wagon,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,31900
Ford,E-Series Wagon,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,32675
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,37320
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,36020
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35860
Ford,E-Series Wagon,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,33560
Ford,E-Series Wagon,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,30230
Mercedes-Benz,E55 AMG,regular unleaded,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,5878
Mercedes-Benz,E55 AMG,regular unleaded,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,6120
Toyota,ECHO,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,10775
Toyota,ECHO,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,11575
Toyota,ECHO,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,10245
Toyota,ECHO,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,11045
Toyota,ECHO,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,10885
Toyota,ECHO,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,11685
Toyota,ECHO,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,11155
Toyota,ECHO,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,10355
Toyota,ECHO,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,10985
Toyota,ECHO,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,11255
Toyota,ECHO,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,11785
Toyota,ECHO,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,10455
Mitsubishi,Eclipse Spyder,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27799
Mitsubishi,Eclipse Spyder,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32599
Mitsubishi,Eclipse Spyder,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32599
Mitsubishi,Eclipse Spyder,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27999
Mitsubishi,Eclipse Spyder,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28299
Mitsubishi,Eclipse Spyder,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32599
Mitsubishi,Eclipse Spyder,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27999
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24699
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,20699
Mitsubishi,Eclipse,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,29089
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,21699
Mitsubishi,Eclipse,premium unleaded (recommended),265.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28089
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24699
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,19999
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,18999
Mitsubishi,Eclipse,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,29089
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,19499
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,20499
Mitsubishi,Eclipse,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24699
Mitsubishi,Eclipse,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,29089
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30095
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,33495
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28100
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31500
Ford,Edge,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40095
Ford,Edge,regular unleaded,315.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,38100
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,37595
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,35600
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28700
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30695
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31790
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,37595
Ford,Edge,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40900
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,33785
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,35600
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28950
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,37595
Ford,Edge,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40900
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30945
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,33785
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31790
Ford,Edge,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,35600
Oldsmobile,Eighty-Eight Royale,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2000
Oldsmobile,Eighty-Eight Royale,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2000
Oldsmobile,Eighty-Eight Royale,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2000
Oldsmobile,Eighty-Eight Royale,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2000
Oldsmobile,Eighty-Eight,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2000
Oldsmobile,Eighty-Eight,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2000
Oldsmobile,Eighty-Eight,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2098
Oldsmobile,Eighty-Eight,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2210
Oldsmobile,Eighty-Eight,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2107
Oldsmobile,Eighty-Eight,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2320
Hyundai,Elantra Coupe,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,18595
Hyundai,Elantra Coupe,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,18595
Hyundai,Elantra Coupe,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,19895
Hyundai,Elantra Coupe,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,20895
Hyundai,Elantra Coupe,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,20895
Hyundai,Elantra Coupe,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,17595
Hyundai,Elantra Coupe,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,19600
Hyundai,Elantra Coupe,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,19600
Hyundai,Elantra GT,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19800
Hyundai,Elantra GT,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18800
Hyundai,Elantra GT,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18800
Hyundai,Elantra GT,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19800
Hyundai,Elantra GT,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18800
Hyundai,Elantra GT,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19800
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,17195
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19795
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,15995
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18995
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,15995
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19495
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,17195
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20295
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,17195
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,15995
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19495
Hyundai,Elantra Touring,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20295
Hyundai,Elantra,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,22600
Hyundai,Elantra,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,21700
Hyundai,Elantra,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,18250
Hyundai,Elantra,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,17250
Hyundai,Elantra,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,22600
Hyundai,Elantra,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,21600
Hyundai,Elantra,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,21250
Hyundai,Elantra,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,18250
Hyundai,Elantra,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,21250
Hyundai,Elantra,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,21700
Hyundai,Elantra,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,20250
Hyundai,Elantra,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,17250
Hyundai,Elantra,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,19700
Hyundai,Elantra,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,18150
Hyundai,Elantra,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,22350
Hyundai,Elantra,regular unleaded,128.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,20650
Hyundai,Elantra,regular unleaded,147.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,17150
Hyundai,Elantra,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,22750
Hyundai,Elantra,regular unleaded,201.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,21650
Hyundai,Elantra,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,20250
Cadillac,Eldorado,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,2905
Cadillac,Eldorado,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,3257
Cadillac,Eldorado,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,44011
Cadillac,Eldorado,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,40436
Cadillac,Eldorado,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,47660
Cadillac,Eldorado,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,45265
Cadillac,Eldorado,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,42130
Buick,Electra,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2000
Honda,Element,regular unleaded,166.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,22785
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25770
Honda,Element,regular unleaded,166.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,23270
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,23585
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,20275
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24085
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25285
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,21475
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24070
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,22385
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,23885
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,22635
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24335
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25585
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,20525
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,21775
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24320
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24185
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,22075
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,20825
Honda,Element,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,22935
Lotus,Elise,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,43995
Lotus,Elise,premium unleaded (required),218.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,54990
Lotus,Elise,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,47250
Lotus,Elise,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,47250
Lotus,Elise,premium unleaded (required),218.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,54990
Lotus,Elise,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,51845
Lotus,Elise,premium unleaded (required),217.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,54990
Lotus,Elise,premium unleaded (required),217.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,57950
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,49305
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,39050
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,43450
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,45450
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,47305
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,43660
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,49515
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,39065
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,47515
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,45660
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,39065
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,45765
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,47625
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,43765
Buick,Enclave,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,49625
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29450
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,27655
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25565
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29435
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,27950
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24065
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,26155
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30935
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,31285
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25565
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28300
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29785
Buick,Encore,regular unleaded,153.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,28850
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24065
Buick,Encore,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,27350
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29800
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,26355
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,27855
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,31965
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,26865
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30565
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25565
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,27065
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,28365
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,30465
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24365
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25865
Buick,Encore,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29065
Mitsubishi,Endeavor,premium unleaded (required),225.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29099
Mitsubishi,Endeavor,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27599
Mitsubishi,Endeavor,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,29999
Mitsubishi,Endeavor,premium unleaded (recommended),225.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31499
Mitsubishi,Endeavor,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27999
Mitsubishi,Endeavor,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28299
